Smiles,pIC50
CC(C)[C@@H]1C[C@@H](O)CN1c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C(C)[C@H]1CC[C@H](C)CC1,9
CC(C)CCCNC(=O)N(CC(CCC(=O)O)NC(N)=O)C(CCCCN)CN(C(=O)NCCc1ccc(Br)cc1)C(CCC(=O)O)CN(CCC(N)=O)C(=O)NCCCc1ccc([N+](=O)[O-])cc1,4.387216143
COC[C@@H](C)n1c(-c2cnc(OC)nc2OC)nc2c1C(c1ccc(C#N)cc1)N(c1cccc(Cl)c1F)C2=O,9.552841969
COc1cc2c(cc1OC(C)C)C(c1ccc(Cl)cc1)N(c1ccc(N(C)C)cc1)C(=O)C2,6.938170693
COc1ncc(-c2nc3c(n2[C@H](C)CO)C(c2ccc(Cl)cc2)N(c2cc(Cl)ccc2C)C3=O)c(OC)n1,10.04575749
COc1cn(C)c(=O)cc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1cc(Cl)ccc1C)C2=O,9.638272164
O=c1nc2n(-c3ccccc3)c3c(Br)cccc3cc-2c(=O)[nH]1,4
COc1nc(N2CCC[C@H](O)C2)ncc1-c1nc2c(n1C(C)C)C(c1ccc(C#N)cc1)N(c1cccc(Cl)c1F)C2=O,9.496209317
COc1cc2c(cc1OC(C)C)C(c1ccc(Cl)cc1)N(C1CCC(C(O)c3cccc(F)c3)CC1)C(=O)C2,7.142667504
CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCSC)NC(C)=O)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(N)=O)C(N)=O,6.504455662
CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCNC(=O)C1,7.283996656
CC1=C(C(=O)N2CCNC(=O)C2)SC2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,5.568636236
COCC1=C(C(=O)N2CCNC(=O)C2)SC2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,5.148741651
CN1C(=O)C(c2ccc(Cl)cc2)N(C(C(=O)O)c2ccc(Cl)cc2)C(=O)c2cc(I)ccc21,5.661543506
COC(=O)C(c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)[C@@H]1c1ccc(Cl)cc1,4.173925197
C[C@H](c1ccc(Cl)cc1N)N1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)[C@@H]1c1ccc(Cl)cc1,6.602059991
Nc1cc(Cl)ccc1CN1C(=O)c2cc(I)ccc2N(CCCN2CCOCC2)C(=O)[C@@H]1c1ccc(Cl)cc1,5.443697499
CC(C)CCCCNC(=O)N(CC(CCC(=O)O)NC(N)=O)C(CCCCN)CN(C(=O)NCCc1ccc(Br)cc1)C(CCC(=O)O)CN(CCC(N)=O)C(=O)NCCCc1ccc(Br)cc1,4.886056648
O=C(O)CN1C(=O)C(c2ccc(Cl)cc2)N(C(C(=O)O)c2ccc(Cl)cc2)C(=O)c2cc(I)ccc21,4.991399828
O=C(O)CCCCN1C(=O)C(c2ccc(Cl)cc2)N(C(C(=O)O)c2ccc(Cl)cc2)C(=O)c2cc(I)ccc21,4.420216403
CC(C)C[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)[C@@H](C)O)C(=O)O,4.795880017
COc1ncc(-c2nc3c(n2C(C)C)C(c2ccc(Cl)cn2)N(c2cc(Cl)ccc2C)C3=O)c(OC)n1,8.550830268
CC(C)c1c2c(nn1-c1cn[nH]c1)C(=O)N(c1cccc(Cl)c1F)C2c1ccc(Cl)cc1,7.647817482
Cc1cc(Cl)ccc1C1c2c(nn(-c3ccc(C(N)=O)cc3)c2C(C)C)C(=O)N1c1cccc(Cl)c1F,7.93930216
COc1ccc(C(N)=O)cc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1ccc(F)c(Cl)c1)C2=O,10.09691001
COc1nc(N(C)C)ncc1-c1nc2c(n1C(C)C)[C@H](c1ccc(Cl)cc1)N(c1cc(Cl)cn(C)c1=O)C2=O,10.09151498
[C-]#[N+]c1ccc(C2c3c(nc(-c4cnc(NC)nc4OC)n3C(C)C)C(=O)N2c2cc(Cl)c(=O)n(C)c2)cc1,9.22184875
COc1cnc(CC#N)cc1-c1nc2c(n1C(C)C)[C@@H](c1ccc(C#N)cc1)N(c1cccc(Cl)c1F)C2=O,7.218963061
[C-]#[N+]c1ccc(C2c3c(nc(-c4cnc(N(C)C)nc4OC)n3C(C)C)C(=O)N2c2cc(Cl)c(=O)n(C)c2)cc1,9.568636236
COc1nc(N(C)C)ncc1-c1nc2c(n1C(C)C)C(c1ccc(C#N)cc1)N(c1cc(Cl)cn(C)c1=O)C2=O,9.193820026
COCCn1nc2c(c1C(C)C)C(c1ccc(Cl)cc1C)N(c1cccc(Cl)c1F)C2=O,8.37675071
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(C1CCC(C(=O)C3CCOCC3)CC1)C(=O)C2,6.413412695
COc1ccccc1-n1nc2c(c1C(C)C)C(c1ccc(Cl)cc1)N(c1cc(Cl)c(=O)n(CCN(C)C)c1)C2=O,8.420216403
CC[C@@H](C)Oc1cc2c(cc1OC)CC(=O)N(c1ccc(CO)cc1)C2c1ccc(Cl)cc1,6.386686839
CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](CC)(c2ccc(Cl)cc2)[C@@](CC)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCCS(C)(=O)=O)CC1,5.664943481
CCOc1cc(C(C)(C)C)ccc1C1=N[C@@](C)(c2ccc(Cl)cc2)[C@@](C)(c2ccc(Cl)cc2)N1C(=O)N1CCN(CCNS(C)(=O)=O)CC1,7.337242168
COc1ncc(-c2nc3c(n2C(C)C)C(C)(c2ccc(Cl)cc2)N(c2cc(Cl)cn(C)c2=O)C3=O)c(OC)n1,9.148741651
O=C1c2ccc(F)cc2C(OCC2(CO)CC2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,6.530177984
C[C@@H](c1ccc(Cl)cc1N)N1C(=O)c2cc(I)ccc2N(CCN2CCOCC2)C(=O)[C@H]1c1ccc(Cl)cc1,4.882728704
CC[C@@H](CS(=O)(=O)N(C)C)N1C(=O)[C@@H](CC(=O)O)O[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,9.045757491
CCC1(CC)N[C@@H](C(=O)N[C@H]2CC[C@H](O)CC2)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,7.48148606
O=C(NCCN1CCOCC1)[C@@H]1NC2(CCC2)[C@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,5.021545567
CCC1(CC)N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,6.756961951
C[C@H](c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)[C@@H]1c1ccc(C(F)(F)F)cc1,6.008773924
CN(C)CCN1C(=O)C(c2ccc(Cl)cc2)N(C(C(=O)O)c2ccc(Cl)cc2)C(=O)c2cc(I)ccc21,4.443697499
CNC(=O)CN1C(=O)C(c2ccc(Cl)cc2)N(C(C(=O)O)c2ccc(Cl)cc2)C(=O)c2cc(I)ccc21,5.477555766
CC(C)C[C@H](NC(=O)CN(C[C@@H]1CCCCNC(=O)CC[C@H](NC(=O)CN(C[C@H](Cc2ccccc2)NC(=O)[C@@H](NC(=O)CCc2ccccc2)[C@@H](C)O)S(C)(=O)=O)C(=O)N[C@@H](Cc2ccc(O)cc2)CN(S(=O)(=O)c2ccc3ccccc3c2)CC(=O)N[C@@H](C)C(=O)N1)S(=O)(=O)CC(C)C)C(=O)N[C@@H](CO)CN(CC(=O)N[C@@H](C)C(N)=O)S(C)(=O)=O,5.026872146
C[C@H](c1cc(F)c(Cl)cc1N)N1C(=O)c2cc(I)ccc2N(CCN2CCOCC2)C(=O)[C@@H]1c1ccc(Cl)cc1,5.585026652
C=CCOc1cc(Cl)ccc1CN1C(=O)c2cc(I)ccc2N(CCOCCOC)C(=O)[C@@H]1c1ccc(Cl)cc1,4.903089987
CNCC[C@@H]1O[C@@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O,4.522878745
C=CC[C@@H]1O[C@@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N(CC2CC2)C1=O,5.853871964
CC(C)N[C@@H]1CC[C@H](c2ccc(Cl)cc2)[C@H](c2ccc(Cl)cc2)C1,4.850780887
Cc1cc(Cl)ccc1C1c2c(nc(-c3ccccc3OC(F)(F)F)n2C(C)C)C(=O)N1c1cc(Cl)ccc1C,9.187086643
O=c1nc2n(-c3ccc(Cl)cc3)c3ccc([N+](=O)[O-])cc3cc-2c(=O)[nH]1,4.124938737
CC(C)C[C@@H](NC(=O)[C@@H](CC(=O)O)NC(=O)[C@@H](CCC(=O)O)NC(=O)[C@H](NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H](CCC(=O)O)NC(=O)C(C)(C)NC(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](NC(=O)[C@@H](C)N)[C@@H](C)O)C(C)C)C(=O)N[C@H](CC(N)=O)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(Br)cc1)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O,5.13667714
CC1CO[C@@H]2CCC[C@H]2N1c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,9
CC(=O)N1CCN(c2nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)[C@@H]2CCC[C@H]21,8.397940009
CC(C)[C@@H]1C[C@@H](O)CN1c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,9
CC[C@H]1CC[C@H](Cn2c(N3CCO[C@H]4CCC[C@@H]43)nc3cc(-c4nnc(O)o4)nc(-c4cncc(Cl)c4)c32)CC1,7.602059991
C[C@H]1CC[C@H](Cn2c(N3CCO[C@@H]4CCC[C@H]43)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,9
CC(C)C1CCCN1c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,9
CC(c1ccc(Cl)cc1N)N1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)[C@@H]1c1ccc(Cl)cc1,6.602059991
CNC(=O)[C@@H]1NC2(CCN(C(C)=O)CC2)[C@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,5.301029996
O=C(NCc1nnn[nH]1)[C@@H]1NC2(CCCCC2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,7
O=C(O)c1ccc(NC(=O)[C@@H]2NC3(CCCCC3)[C@@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)cn1,7
N#Cc1ccc(CN2C(=O)c3ccccc3C2(O[C@H]2C=C[C@@H](O)C2)c2ccc(Cl)cc2)cc1,5.638272164
CC(C)(C)c1ccc2c(c1)C(=O)N(Cc1ccc([N+](=O)[O-])cc1)C2(O)c1ccc(Cl)cc1,6.077274542
CC(c1ccc(Cl)cc1)N1C(=O)c2ccccc2C1(OCC1(CO)CC1)c1ccc(Cl)cc1,5.055517328
C=C(CO)COC1(c2ccc(Cl)cc2)c2ccccc2C(=O)N1Cc1ccc([N+](=O)[O-])cc1,6.167491087
C[C@]1(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@@H](c2ccc(Cl)cc2)N([C@H](CS(=O)(=O)NCC2CC2)C2CC2)C1=O,10.09151498
CCN(CC)S(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@](C)(CC(=O)O)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,9.823908741
CSCC[C@H](NC(=O)[C@@H](N)Cc1ccccc1)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H](CC(C)C)C(N)=O,5.050609993
Nc1cc(Cl)ccc1CN1C(=O)c2cc(I)ccc2N(CCCCC(=O)O)C(=O)[C@@H]1c1ccc(Cl)cc1,6.091514981
CN(C)CCNC(=O)[C@H](c1ccc(Cl)cc1)N1C(=O)c2cc(I)ccc2NC(=O)[C@@H]1c1ccc(Cl)cc1,4.568636236
CC(C)C[C@H](N[C@H](C(=O)NCc1ccccc1)c1c(C(=O)NO)[nH]c2cc(Cl)ccc12)C(=O)NO,8.920818754
C[C@H](c1ccc(Cl)cc1N)N1C(=O)c2cc(I)ccc2N(C(=O)CN2CCNCC2)C(=O)[C@@H]1c1ccc(Cl)cc1,5.809668302
C[C@H]1CC[C@H](Cn2c(N3CCCC34CCOCC4)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,8.522878745
CCN(C)C(=O)[C@@H]1CCCN1c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,8.15490196
CC(C)NC(=O)N1C[C@H](C)N(c2nc3cc(-c4nc(=O)o[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)[C@@H](C)C1,8.522878745
C[C@H]1CN(C(=O)C2(C)COC2)C[C@H](C)N1c1nc2cc(-c3nc(=O)o[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,7.958607315
O=c1[nH]c(-c2cc3nc(N4CCO[C@@H]5CCC[C@H]54)n(C[C@H]4CC[C@H](C(F)(F)F)CC4)c3c(-c3cncc(Cl)c3)n2)no1,7.420216403
CC([C@H]1CC[C@H](C)CC1)n1c(N2CC(=O)N(C)C[C@H]2C)nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c21,7.886056648
C[C@H]1CC[C@H](Cn2c(N3CCOC[C@H]3c3ccccc3)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncnc4)c32)CC1,7.187086643
O=C(NC1CCC(O)CC1)[C@@H]1N[C@@H](c2ccccc2)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1Cc1ccccc1,5.301029996
CC(C)(C)C[C@H]1N[C@@H](C(=O)N[C@H]2C[C@@](C)(O)C2)[C@H](c2cccc(F)c2F)[C@@]12C(=O)Nc1cc(Cl)ccc12,6.777283529
CC(C)(C)NC(=O)[C@H](c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(OCc2ccc(Cl)cc2)cc1,6.22184875
Cc1cc(Cl)ccc1C1c2c(nn(Cc3ccccc3)c2C(C)C)C(=O)N1c1cc(Cl)ccc1C,8.468521083
CC[C@@H](C)Oc1cc2c(cc1OC)CC(=O)N(c1ccc(N(C)C)cc1)C2c1ccc(Cl)cc1NC(C)=O,4.295389683
COc1ccc(C#N)cc1-n1nc2c(c1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)c(=O)n(C)c1)C2=O,9.417936637
COc1ncc(CC#N)cc1-c1nc2c(n1C(C)C)C(c1ccc(C#N)cc1)N(c1cc(Cl)ccc1C)C2=O,8.782516056
COc1ccc(CO)cc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1)N(c1cc(Cl)ccc1C)C2=O,9.823908741
COc1ccc(C(Nc2cc(C)c(Cl)cn2)c2ccc3cccnc3c2O)cc1OC,4.585026652
Cc1cccc(-n2c3nc(=O)[nH]c(=O)c-3cc3cccc(C(F)(F)F)c32)c1,5.075720714
O=c1nc2n(-c3ccc(Cl)c(Cl)c3)c3c(C(F)(F)F)cccc3cc-2c(=O)[nH]1,4.970616222
C[C@H]1CN(C(=O)C(F)F)C[C@H](C)N1c1nc2cc(-c3nc(=O)o[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,8.397940009
C[C@H]1CC[C@H](Cn2c(N3CCC[C@H]3c3nccs3)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,9
C[C@H]1CC[C@H](Cn2c(N3CCO[C@H]4CCC[C@@H]43)nc3c(F)c(-c4nc(=O)o[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,9
C[C@H]1CC[C@H](Cn2c(N3CCO[C@@H]4CCC[C@H]43)nc3cc(-c4noc(=O)[nH]4)nc(-c4cc(Cl)cnc4OCCO)c32)CC1,9
C[C@H]1CC[C@H](Cn2c(N3CCC[C@H]3CF)nc3cc(-c4n[nH]c(=O)o4)nc(-c4cncc(Cl)c4)c32)CC1,8.397940009
CC(C)(C)C[C@H]1N[C@@H](C(=O)N[C@H]2CC[C@@H](O)C2)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)c(F)cc12,6
CC(C)N1CCN(CCCNC(=O)[C@@H]2N[C@H](CC(C)(C)C)[C@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)CC1,5
CC(C)(C)C[C@H]1N[C@@H](C(=O)NCCN2CCNCC2)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)c(F)cc12,6
Cc1ncc(Cl)cc1-c1nc(-c2noc(=O)[nH]2)cc2nc(N3CCO[C@@H]4CCC[C@H]43)n(C[C@H]3CC[C@H](C)CC3)c12,9
CC(C)(C)S(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@](C)(CC(=O)N[C@H]2CC[C@H](C(=O)O)CC2)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,9.13667714
CC(C)(C)S(=O)(=O)C[C@H](C1CC1)N1C(=O)[C@@](C)(CC(=O)Nc2ccc(C(=O)O)cc2)C[C@H](c2cccc(Cl)c2)[C@H]1c1ccc(Cl)cc1,9.22184875
CCN1[C@@H](CC(C)(C)C)[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@@H](c2cccc(Cl)c2F)[C@@H]1C(=O)N[C@H]1C[C@@](C)(O)C1,7
CC(C)(C)C[C@@H]1N[C@@H](C(=O)NC2CCC(O)CC2)[C@H](c2cccc(Cl)c2F)[C@@]12C(=O)Nc1cc(Cl)ccc12,5.229147988
CC(C)c1ccnc(-c2nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)c1,8.397940009
CCOC(=O)c1cc2nc(N3CCOC[C@H]3c3ccccc3)n(C[C@H]3CC[C@H](C)CC3)c2c(-c2cncc(Cl)c2)n1,7.27572413
CNc1ncc(Cl)cc1-c1nc(-c2nc(=O)o[nH]2)cc2nc(N3CCO[C@H]4CCC[C@@H]43)n(C[C@H]3CC[C@H](C)CC3)c12,8.698970004
C[C@@H]1COC[C@@H](C)N1c1nc2cc(-c3n[nH]c(=O)o3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,8.15490196
CC(C)(C)Oc1cc(C(=O)CC(N)=O)ccc1C1=N[C@@H](c2ccc(C(=O)O)cc2)[C@@H](c2c[nH]c3ccc(Cl)cc23)N1C(=O)N1CCNC(=O)C1,8.22184875
COc1ccc(CNC(C)=O)cc1-n1nc2c(c1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)c(=O)n(C)c1)C2=O,9.402304814
Cc1cc(Cl)ccc1C1c2c(nn(Cc3ccccc3)c2C(C)C)C(=O)N1c1cccc(Cl)c1F,7.616184634
CC(=O)N1CCC(Cn2nc3c(c2C(C)C)C(c2ccc(Cl)cc2C)N(c2cc(Cl)ccc2C)C3=O)CC1,8.619788758
[C-]#[N+]c1ccc(C2c3c(nc(-c4cnc(NC)nc4OC)n3C(C)C)C(=O)N2c2cc(Cl)ccc2C)cc1,9.823908741
CC(C)C1=C(C(=O)N2CCNC(=O)CC2)SC2=N[C@@H](c3ccc(Cl)cc3)[C@@H](c3ccc(Cl)cc3)N21,5.958607315
CC(C)(C)C[C@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)ccc12,7.251811973
CC(C)(C)C[C@H]1N[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2F)[C@@]12C(=O)Nc1cc(Cl)ccc12,7.785156152
COc1ccccc1-c1nc2c(n1C(C)C)C(c1ccc(Cl)cc1C)N(c1cc(Cl)c(=O)n(C)c1)C2=O,9.113509275
CC(=O)N[C@@H](CC(C)C)CN(CC(=O)N[C@@H](Cc1ccccc1)CN(CC(=O)N[C@@H](CCC(=O)O)CN(CC(=O)N[C@@H](Cc1c[nH]c2ccccc12)CN(CC(=O)N[C@@H](CCCCN)CN(CC(=O)N[C@@H](CC(C)C)CN(CC(=O)N[C@@H](C)CN(CC(N)=O)S(C)(=O)=O)S(=O)(=O)CC(C)C)S(C)(=O)=O)S(C)(=O)=O)S(C)(=O)=O)S(C)(=O)=O)S(C)(=O)=O,5.403402904
COc1cc2c(cc1OC(C)C)[C@H](c1ccc(Cl)cc1)N(c1ccc(N(C)C[C@H]3CC[C@H](N4CCN(C)C(=O)C4)CC3)cc1)C(=O)C2,5
CC(C)CCC(=O)NC(CCC(=O)O)CN(C(=O)NCCCC1CCCCC1)C(CCCCN)CN(C(=O)NCCc1ccc(Br)cc1)C(CCC(=O)O)CN(CCC(N)=O)C(=O)NCCCc1ccc(F)cc1,5.585026652
NCCCCC(CN(C(=O)NCCc1ccc(Br)cc1)C(CCC(=O)O)CN(CCC(N)=O)C(=O)NCCCc1ccc(Br)cc1)N(CC(CCC(=O)O)NC(N)=O)C(=O)NCCCc1ccc(Br)cc1,5.086186148
COCCOCCNC(=O)[C@@H]1N[C@H](CC(C)(C)C)[C@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1c1cccc(Cl)c1F,7.48945499
CC(C)(C)C[C@H]1N[C@@H](C(=O)NC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)c(F)cc12,6.723538196
CC[C@H]1CC[C@H](Cn2c(N3CCO[C@@H]4CCC[C@H]43)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1,8.301029996
CC[C@H]1CC[C@H](Cn2c(N3CCO[C@@H]4CCC[C@H]43)nc3cc(-c4n[nH]c(=O)o4)nc(-c4cncc(Cl)c4)c32)CC1,7.602059991
O=C1c2ccccc2C(O[C@H]2CCC[C@@H](O)CCC2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,6.425968732
NCCCOC1(c2ccc(Cl)cc2)c2ccccc2C(=O)N1Cc1ccc([N+](=O)[O-])cc1,5.609064893
O=C1c2ccccc2C(OC2CCC(O)CC2)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,6.411168274
Cc1ccc2c(c1)C(O)(c1ccc(Cl)cc1)N(Cc1ccc([N+](=O)[O-])cc1)C2=O,5.294136288
O=C1c2ccccc2C(OCC2(CO)CC2)(c2ccc(F)cc2)N1Cc1ccc([N+](=O)[O-])cc1,5.568636236
CS(=O)(=O)CCN1CCC(NC(=O)[C@@H]2NC3(CCCCC3)[C@@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)CC1,7
O=C(O)C1CCC(CNC(=O)[C@@H]2NC3(CCCCC3)[C@@]3(C(=O)Nc4cc(Cl)ccc43)[C@H]2c2cccc(Cl)c2F)CC1,7
CCC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1ccc(C(F)(F)F)cc1)C(=O)N1CCC(Oc2cnccn2)CC1,5.972650392
CC(C)(C)C[C@H]1N[C@@H](C(=O)NCCN2CC[C@H](O)C2)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)c(F)cc12,6
CC(C)(C)C[C@H]1N[C@@H](C(=O)NCC[C@](C)(O)CO)[C@H](c2cccc(Cl)c2F)[C@@]12C(=O)Nc1cc(Cl)ccc12,5.522878745
CC(C)(C)C[C@H]1N[C@@H](C(=O)NCCN2CCOCC2)[C@H](c2cccc(Cl)c2F)[C@@]12C(=O)Nc1cc(F)c(F)cc12,5.522878745
CC(C)CC(C)(C)C[C@H]1N(C)[C@@H](C(=O)NCC[C@H](O)CO)[C@H](c2cccc(Cl)c2)[C@@]12C(=O)Nc1cc(Cl)c(F)cc12,5.301029996
CCNC(=O)N1C[C@@H](C)N(c2nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)[C@H](C)C1,8.522878745
CCN(C)C(=O)N1C[C@@H](C)N(c2nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c3n2C[C@H]2CC[C@H](C)CC2)[C@H](C)C1,9
CC(C)c1ccnc(-c2nc3cc(C(=O)O)nc(N[C@H](C)C4CCC4)c3n2C[C@H]2CC[C@H](C)CC2)c1,8.397940009
CC(C)CCCNC(=O)N(CC(CCC(=O)O)NC(N)=O)C(CCCCN)CN(C(=O)NCCc1ccc(Cl)cc1)C(CCC(=O)O)CN(CCC(N)=O)C(=O)NCCc1ccc(Cl)cc1,4.200659451
CC(C)CCNC(=O)N(CC(CCC(=O)O)NC(N)=O)C(CCCCN)CN(C(=O)NCCc1ccc(Cl)cc1)C(CCC(=O)O)CN(CCC(N)=O)C(=O)NCCc1ccccc1,4
COc1cc2c(cc1OC(C)C)C(c1ccc(Cl)cc1)N(C1CCCCC1)C(=O)C2,6.048662481
Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1,7.698970004
CC(C)(C)NC(=O)[C@H](c1c(C(=O)O)[nH]c2cc(Cl)ccc12)N(C=O)Cc1ccc(Cl)cc1,6.397940009
O=C1c2ccc(F)cc2C(O)(c2ccc(Cl)cc2)N1Cc1ccc([N+](=O)[O-])cc1,5.424812155
CC(=O)c1ccc(CN2C(=O)c3ccccc3C2(O)c2ccc(Cl)cc2)cc1,4.050609993
O=C1Nc2cc(Cl)ccc2[C@@]1(Cc1cccc(Cl)c1)Nc1c(F)cccc1F,8.920818754
O=C1Nc2ccc(I)cc2C(=O)N([C@@H](C(=O)O)c2ccc(Cl)cc2)[C@H]1c1ccc(Cl)cc1,6.30980392
CCC[C@H]1N(C(=O)c2cnccc2C(F)(F)F)CCC[C@@]1(Oc1ccc(C(F)(F)F)cc1)C(=O)N1CCN(c2ccccc2OCCOC)CC1.Cl,7.619788758
